Fleeting Image,Мимолетное видение,Существо — Иллюзия,"Полет #(Это существо может быть блокировано только существом со способностью полета).#
{1}{U}: Верните мимолетное видение в руку владельца."
Flight,Полет,Чары — Аура,"Зачаровать существо #(Когда вы разыгрываете эту карту, целью является существо. Карта вступает в игру вместе с этим существом).#
Зачарованное существо получает способность полета. #(Оно может быть заблокировано только существом со способностью полета).#"
Ley Druid,Друид с пастбищ,Существо — Человек Друид,{T}: Разверните целевую землю.
Giant Cockroach,Гигантский таракан,Существо — Насекомое,
Giant Octopus,Гигантский спрут,Существо — Спрут,
Glory Seeker,Искатель славы,Существо — Человек Солдат,
Goblin Chariot,Колесница гоблинов,Существо — Гоблин Воин,"Ускорение #(Это существо может нападать во время того хода, когда оно попало под ваш контроль).#"
Horned Turtle,Рогатая Черепаха,Существо — Черепаха,
Sleight of Hand,Ловкость рук,Волшебство,"Посмотрите две верхние карты вашей библиотеки. Одну из них поместите в руку, а вторую положите в библиотеку сверху."
Reverse Damage,Обратные повреждения,Мгновенное заклинание,"В следующий раз, когда выбранный вами источник в этот ход будет наносить вам повреждения, предотвратите повреждения. Вы получаете столько пунктов жизни, сколько вам наносилось повреждений."
Battle of Wits,Борьба умов,Чары,"Если к началу этапа поддержки в вашей библиотеке 200 карт или больше, вы выигрываете игру."
Booby Trap,Ловушка,Артефакт,"Как только Ловушка вступает в игру, назовите карту (но не карту базовой земли) и оппонента.
Указанный игрок показывает каждую карту, которую он берет.
Когда указанный игрок возьмет названную карту, принесите Ловушку в жертву. Если вы сделаете это, ловушка нанесет 10 повреждений указанному игроку."
Rootbreaker Wurm,Подрывающий корни вурм,Существо — Вурм,"Пробивающий удар #(Если это существо нанесло достаточно повреждений, чтобы уничтожить блокирующих, остальные повреждения оно может нанести обороняющемуся игроку).#"
Llanowar Behemoth,Лановарский бегемот,Существо — Элементаль,"Поверните неповернутых существ, которых вы контролируете: Лановарский бегемот получает +1/+1 до конца хода."
Mana Clash,Звон маны,Волшебство,"Вы и целевой оппонент бросаете по монете. Звон маны наносит 1 повреждение игроку, у которого выпала решка. Бросайте монеты, пока у обоих игроков одновременно не выпадет орел."
Mana Leak,Утечка маны,Мгновенное заклинание,"Прервите целевое заклинание, если игрок, контролирующий его не заплатит {3}."
Maro,Маро,Существо — Элементаль,Сила и здоровье Маро равняются числу карт в вашей руке.
Master Decoy,Мастер ловушек,Существо — Человек Солдат,"{W}, {T}: Поверните целевое существо."
Master Healer,Искусный целитель,Существо — Человек Священник,"{T}: Предотвратите следующие 4 повреждения, которые будут нанесены целевому существу или игроку в этот ход."
Withering Gaze,Опустошительный взгляд,Волшебство,"Целевой оппонент открывает руку. Вы берете столько карт, сколько Лесов и зеленых карт в руке у оппонента."
Mogg Sentry,Могг-страж,Существо — Гоблин Воин,"Каждый раз, когда оппонент разыгрывает заклинание, Могг-страж получает +2/+2 до конца хода."
Natural Affinity,Единение с природой,Мгновенное заклинание,"До конца хода все земли становятся существами со значением силы 2/2, оставаясь при этом землями."
Norwood Ranger,Норвудский лесничий,Существо — Эльф Разведчик,
Ogre Taskmaster,Огр-десятник,Существо — Людоед,Огр-десятник не может блокировать.
Oracle's Attendants,Свита оракула,Существо — Человек Солдат,"{T}: Все повреждения, которые в этот ход наносятся целевому существу со стороны выбранного вами источника вместо этого будут нанесены Свите оракула."
Panic Attack,Паника от Атаки,Волшебство,До трех целевых существ не могут блокировать в этом ходу.
Persecute,Преследование,Волшебство,Выберите цвет. Целевой игрок открывает руку и сбрасывает все карты этого цвета.
Phyrexian Arena,Фирексийская арена,Чары,В начале этапа поддержки вы берете карту и теряете 1 пункт жизни.
Thran Golem,Голем Трана,Артефактное существо — Голем,"Пока Голем Трана зачарован, он получает +2/+2, способность полета, первого удара и пробивающего удара."
Phyrexian Hulk,Огромный фирексиец,Артефактное существо — Голем,
Death Pits of Rath,Колодец смерти Рата,Чары,"Каждый раз, когда существу наносятся повреждения, уничтожьте его. Оно не может быть регенерировано."
Raise Dead,Воскрешение(2),Волшебство,Верните целевое существо с кладбища в руку.
Reflexes,Рефлексы,Чары — Аура,"Зачаровать существо #(Когда вы разыгрываете эту карту, целью является существо. Карта вступает в игру вместе с этим существом).#
Зачарованное существо получает способность первого удара. #(Оно наносит боевые повреждения раньше, чем существа без способности первого удара).#"
Reclaim,Отказ(1),Мгновенное заклинание,Поместите целевую карту с кладбища в библиотеку сверху.
Rewind,Перемотка,Мгновенное заклинание,Прервите целевое заклинание и разверните до четырех земель.
Rukh Egg,Яйцо птицы рух,Существо — Яйцо,"Когда Яйцо птицы рух выходит из игры и попадает на кладбище, введите в игру фишку красной Птицы со значением силы 4/4 до конца хода."
Zodiac Monkey,Зодиакальная обезьяна,Существо — Обезьяна,"Знание лесов #(Это существо невозможно заблокировать, пока обороняющийся игрок контролирует Лес).#"
Sacred Ground,Святая земля,Чары,"Каждый раз, когда заклинание или способность, которую контролирует оппонент, перемещает землю на кладбище, верните эту землю в игру."
Sacred Nectar,Святой нектар,Волшебство,Вы получаете 4 пункта жизни.
Savannah Lions,Львы саванны,Существо — Кошка,
Shatter,Раскол,Мгновенное заклинание,Уничтожьте целевой артефакт.
Dream Prowler,Похититель снов,Существо — Иллюзия,"Похититель снов не блокируется, пока он нападает один."
Slay,Умерщвление,Мгновенное заклинание,"Уничтожьте целевое зеленое существо. Оно не может быть регенерировано.
Возьмите карту."
Scaled Wurm,Чешуйчатый вурм,Существо — Вурм,
Anaconda,Анаконда,Существо — Змея,"Знание болот #(Это существо невозможно заблокировать, пока обороняющийся игрок контролирует Болото).#"
Stone Rain,Камнепад,Волшебство,Уничтожьте целевую землю.
Storm Crow,Вестник ненастья,Существо — Птица,Полет #(Это существо может быть блокировано только существом со способностью полета).#
Stream of Life,Поток жизни,Волшебство,Целевой игрок получает Х пунктов жизни.
Swarm of Rats,Стая крыс,Существо — Крыса,"Сила Стаи крыс равняется числу Крыс, которых вы контролируете."
Teferi's Puzzle Box,Ящик загадок Тефери,Артефакт,"Каждый игрок в начале своего этапа взятия карт кладет карты из руки в библиотеку сверху в произвольном порядке, а затем берет столько же карт."
Tidal Kraken,Приливный кракен,Существо — Кракен,Приливного кракена невозможно блокировать.
Trade Routes,Торговые пути,Чары,"{1}: Верните целевую землю, которую вы контролируете, в руку владельца.
{1}, Сбросьте карту земли: возьмите карту."
Trained Armodon,Дрессированный армодон,Существо — Слон,
Treasure Trove,Сокровищница,Чары,{2}{U}{U}: Возьмите карту.
Weathered Wayfarer,Закаленный путник,Существо — Человек Бродяга Священник,"{W}, {T}: Найдите в своей библиотеке карту земли, откройте ее и поместите в свою руку. Затем перетасуйте библиотеку. Разыграйте эту способность только в том случае, если оппонент контролирует больше земель, чем вы."
Urza's Mine,Шахта Урзы,Земля — Шахта Урзы,"{T}: Добавьте {1} в запас маны. Если вы контролируете Электростанцию Урзы и Башню Урзы, вместо этого добавьте {2} в запас маны."
Urza's Power Plant,Электростанция Урзы,Земля — Электростанция Урзы,"{T}: Добавьте {1} в запас маны. Если вы контролируете Шахту Урзы и Башню Урзы, вместо этого добавьте {2} в запас маны."
Urza's Tower,Башня Урзы,Земля — Башня Урзы,"{T}: Добавьте {1} в запас маны. Если вы контролируете Шахту Урзы и Электростанцию Урзы, вместо этого добавьте {3} в запас маны."
Vengeance,Месть,Волшебство,Уничтожьте целевое повернутое существо.
Verduran Enchantress,Вердуранская чародейка,Существо — Человек Друид,"Каждый раз, когда вы разыгрываете заклинание волшебства, вы можете взять карту."
Viashino Sandstalker,Песчаный странник Виашино,Существо — Виашино Воин,"Ускорение #(Это существо может нападать во время того хода, когда оно попало под ваш контроль).#
В конце хода верните Песчаного странника Виашино в руку владельца. #(Только если он в игре).#"
Volcanic Hammer,Вулканический молот,Волшебство,Вулканический молот наносит 3 повреждения целевому существу или игроку.
Wind Drake,Ветряной Дрейк,Существо — Дрейк,Полет
Wood Elves,Лесные эльфы,Существо — Эльф Разведчик,"Когда Лесные эльфы вступают в игру, найдите в своей библиотеке карту леса и введите ее в игру. Затем перетасуйте библиотеку."
Worship,Поклонение,Чары,"Если вы контролируете существо и вам наносятся повреждения, в результате которых общее число вашей жизни оказывается меньше 1, вместо этого общее число вашей жизни снижается только до 1."
Zombify,Зомбирование,Волшебство,Верните целевое существо с кладбища в игру.
Zur's Weirding,Предопределение Зура,Чары,"Игроки играют с открытыми руками.
Если игрок берет карту, он открывает ее. Затем любой из игроков может заплатить 2 пункта жизни. Если он это делает, карта помещается на кладбище владельца. В противном случае игрок берет эту карту."
Kird Ape,Обезьяна Кирд,Существо — Обезьяна,"Обезьяна Кирд получает +1/+2, пока вы контролируете Лес."
Jade Statue,Нефритовая статуя,Артефакт,{2}: Нефритовая статуя становится артефактом со значением силы 3/6 до конца боя. Разыгрывайте эту способность только во время боя.
Horror of Horrors,Ужас ужасов,Чары,"Принесите в жертву Болото: регенерируйте целевое черное существо. #(Если в течение этого хода это существо будет уничтожено, оно не отправляется на кладбище. Вместо этого поверните его, снимите с него все повреждения и выведите его из боя).#"
Serpent Warrior,Змей-воин,Существо — Змея Воин,"Когда Змей-воин вступает в игру, вы теряете 3 пункта жизни."
Goblin Brigand,Гоблин-грабитель,Существо — Гоблин Воин,"Гоблин-грабитель нападает во время каждого хода, если может."
Seething Song,Песнь кипения,Мгновенное заклинание,Добавьте {R}{R}{R}{R}{R} в запас маны.
Shard Phoenix,Осколочный феникс,Существо — Феникс,"Полет #(Это существо может быть блокировано только существом со способностью полета).#
Принесите Растерзанного феникса в жертву: Осколочный феникс наносит 2 повреждения каждому существу без способности полета.
{R}{R}{R}: Верните Осколочного феникса с кладбища в руку. Вы можете разыграть эту способность только во время своего этапа поддержки."
Will-o'-the-Wisp,Блуждающий огонек,Существо — Дух,"Полет #(Это существо может быть блокировано только существом со способностью полета).#
{B}: Регенерируйте Блуждающий огонек. #(Если в течение этого хода это существо будет уничтожено, оно не отправляется на кладбище. Вместо этого поверните его, снимите с него все повреждения и выведите его из боя).#"
Ivory Mask,Маска из слоновой кости,Чары,Вы не можете стать целью заклинания или способности.
Leonin Skyhunter,Леонийский небесный охотник,Существо — Кошка Рыцарь,Полет #(Это существо может быть блокировано только существом со способностью полета).#
Razortooth Rats,Саблезубые крысы,Существо — Крыса,Страх #(Это существо может быть заблокировано только артефактным существом и/или черным существом).#
Deathgazer,Смертельный наблюдатель,Существо — Ящерица,"Каждый раз, когда Смертельный наблюдатель блокирует или заблокирован нечерным существом, уничтожьте это существо в конце боя."
Whip Sergeant,Погоняющий сержант,Существо — Человек Солдат,{R}: Целевое существо получает способность ускорения до конца хода. #(Оно может нападать в этот ход).#
Hollow Dogs,Пустотелые псы,Существо — Пес,"Каждый раз, когда Пустотелые псы нападают, они получают +2/+0 до конца хода."
Fishliver Oil,Рыбий жир,Чары — Аура,"Зачаровать существо #(Когда вы разыгрываете эту карту, целью является существо. Карта вступает в игру вместе с этим существом).#
Зачарованное существо получает знание островов. #(Это существо невозможно заблокировать, пока обороняющийся игрок контролирует Остров).#"
King Cheetah,Король гепардов,Существо — Кошка,"Вы можете разыграть Короля гепардов тогда же, когда вы можете разыграть мгновенное заклинание."
Sea's Claim,Зов моря,Чары — Аура,"Зачаровать землю #(Когда вы разыгрываете эту карту, целью является земля. Карта вступает в игру вместе с этой землей).#
Зачарованная земля становится Островом."
Vulshok Morningstar,Палица Вулшока,Артефакт — Снаряжение,"Существо со снаряжением получает +2/+2.
Снарядить {2} #({2}: прикрепите к целевому существу, которое вы контролируете. Только как волшебство).#"
Magnivore,Магнивор,Существо — Лургойф,"Ускорение #(Это существо может нападать во время того хода, когда оно попало под ваш контроль).#
Сила и здоровье Магнивора равняются числу карт волшебства на всех кладбищах."
Kami of Old Stone,Ками древнего камня,Существо — Дух,
Silklash Spider,Паук-шелкопряд,Существо — Паук,"Паук-шелкопряд может блокировать, как если бы он обладал способностью полета.
{X}{G}{G}: Паук-шелкопряд наносит X повреждений каждому существу со способностью полета."
Blackmail,Шантаж,Волшебство,"Целевой игрок открывает три карты из руки, и вы выбираете одну из них. Целевой игрок сбрасывает эту карту."
Wildfire,Пожар,Волшебство,Каждый игрок приносит в жертву четыре земли. Пожар наносит 4 повреждения каждому существу.
Fellwar Stone,Фелворский камень,Артефакт,"{T}: Добавьте к запасу маны один пункт маны того цвета, который может производить любая из земель оппонента."
Ur-Golem's Eye,Глаз праголема,Артефакт,{T}: Добавьте {2} в запас маны.
Biorhythm,Биоритм,Волшебство,"Общее количество жизни каждого игрока равняется числу существ, которых он контролирует."
Slate of Ancestry,Табличка древнего рода,Артефакт,"{4}, {T}, Сбросьте руку: возьмите столько карт, сколько существ вы контролируете."
"Teysa, Orzhov Scion","Тейса, отпрыск Дома Орзов",Легендарное существо — Человек Советник,"Пожертвуйте три белых существа: Выведите целевое существо из игры.
Каждый раз, когда другое черное существо, которое вы контролируете, попадает из игры на кладбище, введите в игру фишку белого существа Дух 1/1 со способностью полета."
Plague Boiler,Чумной котел,Артефакт,"В начале вашего этапа поддержки поместите на Чумной котел счетчик чумы.
{1}{B}{G}: Добавьте или снимите счетчик чумы с Чумного котла.
Когда на Чумном котле окажется три или более счетчиков, принесите его в жертву. При этом уничтожаются все перманенты не земли."
Vinelasher Kudzu,Хлесткие плети Кудзу,Существо — Растение,"Каждый раз, когда земля вступает в игру под вашим контролем, поместите на Хлесткие плети Кудзу счетчик +1/+1."
Flame-Kin Zealot,Пламенник-фанатик,Существо — Элементаль Берсерк,"Когда Пламенник-фанатик вступает в игру, существа, которых вы контролируете, получают +1/+1 и ускорение до конца хода."
Cleansing Beam,Очищающий луч,Мгновенное заклинание,#Сияние# — Очищающий луч наносит 2 повреждения целевому существу и всем остальным существам того же цвета.
Master Warcraft,Мастер боевого искусства,Мгновенное заклинание,"#(За {RW} можно заплатить {R} или {W}.)#
Разыгрывайте Мастера боевого искусства только до объявления нападающих.
Вы выбираете, какие существа нападают в этот ход. Вы выбираете, как каждое существо блокирует в этот ход."
Hunted Phantasm,Загнанный фантазм,Существо — Дух,"Загнанный фантазм невозможно блокировать.
Когда Загнанный фантазм вступает в игру, введите в игру под контроль целевого оппонента пять фишек красных существ Гоблин 1/1."
Thoughtpicker Witch,"Ведьма, крадущая мысли",Существо — Человек Чародей,"{1}, Принесите в жертву существо: Посмотрите две верхние карты библиотеки целевого оппонента, а затем выведите одну из них из игры."
Boros Swiftblade,Рубака Боросов,Существо — Человек Солдат,Двойной удар
Glimpse the Unthinkable,Невообразимый намек,Волшебство,Целевой игрок помещает десять верхних карт своей библиотеки на свое кладбище.
Keening Banshee,Причитающая баньши,Существо — Дух,"Полет
Когда Причитающая баньши вступает в игру, целевое существо получает -2/-2 до конца хода."
Flickerform,Мерцающая форма,Чары — Аура,"Зачаровать существо
{2}{W}{W}: Выведите из игры зачарованное существо и все наложенные на него Ауры. В конце хода верните эту карту в игру под контролем владельца. Если вы сделаете это, верните выведенные с этим существом Ауры в игру наложенными на это существо под контролем их владельцев."
Viashino Slasher,Виашинский головорез,Существо — Виашино Воин,{R}: Виашинский головорез получает +1/-1 до конца хода.
Faith's Fetters,Путы веры,Чары — Аура,"Зачаровать перманент
Когда Путы веры вступают в игру, вы получаете 4 пункта жизни.
Активируемые способности зачарованного перманента нельзя разыгрывать (кроме способности создания маны). Если зачарованный перманент является существом, он не может ни нападать, ни блокировать."
Thundersong Trumpeter,Громовой трубач,Существо — Человек Солдат,{T}: Целевое существо не может нападать и блокировать в этот ход.
Caregiver,Попечитель,Существо — Человек Священник,"{W}, Принесите в жертву существо: Предотвратите следующее 1 повреждение, которое будет нанесено целевому существу или игроку в этот ход."
Suppression Field,Поле подавления,Чары,"Активируемые способности стоят на {2} больше, кроме способности создания маны."
Sunforger,Солнечный молот,Артефакт — Снаряжение,"Снаряженное существо получает +4/+0.
{R}{W}, Снимите Солнечный молот: Найдите в своей библиотеке карту красного или белого мгновенного заклинания с общей мановой стоимостью 4 или меньше и разыграйте эту карту без уплаты стоимости маны. Затем перетасуйте библиотеку.
Снарядить {3}"
Grifter's Blade,Клинок шулера,Артефакт — Снаряжение,"Вы можете разыграть Клинок шулера тогда же, когда вы можете разыграть мгновенное заклинание.
Клинок шулера вступает в игру как снаряжение выбранного вами существа, которое вы контролируете.
Снаряженное существо получает +1/+1.
Снарядить {1}"
Fiery Conclusion,Огненное завершение,Мгновенное заклинание,"Чтобы разыграть Огненное завершение, дополнительно принесите в жертву существо.
Огненное завершение наносит 5 повреждений целевому существу."
Watchwolf,Сторожевой волк,Существо — Волк,
Terrarion,Террарион,Артефакт,"Террарион вступает в игру повернутым.
{2}, {T}, Принесите Террариона в жертву: Добавьте два пункта маны в любых цветов в запас маны.
Когда Террарион попадает на кладбище из игры, возьмите карту."
Invoke the Firemind,Вызывание Огненного разума,Волшебство,"Выберите одно — Возьмите X карт, или Вызывание Огненного разума наносит X повреждений целевому существу или игроку."
Moroii,Морой,Существо — Вампир,"Полет
В начале фазы поддержки вы теряете 1 пункт жизни."
Ribbons of Night,Ленты ночи,Волшебство,"Ленты ночи наносят 4 повреждения целевому существу, а вы получаете 4 пункта жизни. Если на розыгрыш Лент ночи было потрачено {U}, возьмите карту."
Sins of the Past,Грехи прошлого,Волшебство,"До конца хода вы можете разыграть целевую карту мгновенного заклинания или волшебства со своего кладбища без уплаты стоимости маны. Если эта карта в этот ход попадет на кладбище, вместо этого выведите ее из игры. Выведите Грехи прошлого из игры."
Loxodon Gatekeeper,Локсодонский привратник,Существо — Слон Солдат,"Артефакты, существа и земли, которые контролирует ваш оппонент, вступают в игру повернутыми."
Fists of Ironwood,Кулаки железного дерева,Чары — Аура,"Зачаровать существо
Когда Кулаки железного дерева вступают в игру, введите в игру две фишки зеленых существ Сапролингов 1/1.
Зачарованное существо получает способность пробивающего удара."
Flight of Fancy,Полет фантазии,Чары — Аура,"Зачаровать существо
Когда Полет фантазии вступает в игру, возьмите две карты.
Зачарованное существо получает способность полета."
Tidewater Minion,Приспешник прилива,Существо — Элементаль,"Защитник #(Это существо не может нападать).#
{4}: Приспешник прилива теряет свойство Защитник до конца хода.
{T}: Разверните целевой перманент."
Rally the Righteous,Праведный сбор,Мгновенное заклинание,"#Сияние# — Разверните целевое существо и все остальные существа того же цвета Существа, которых вы контролируете, получают +2/+0 до конца хода."
Followed Footsteps,По следам,Чары — Аура,"Зачаровать существо
В начале вашего этапа поддержки поместите в игру фишку, которая является копией зачарованного существа."
Gleancrawler,Санитар леса,Существо — Насекомое Ужас,"#(За {BG} можно заплатить {B} или {G}).#
Пробивающий удар
В конце своего хода верните в свою руку все карты существ со своего кладбища, которые были помещены туда из игры в этот ход."
Hammerfist Giant,Гигант-молотобоец,Существо — Гигант Воин,{T}: Гигант-молотобоец наносит 4 повреждения каждому существу без способности полета и каждому игроку.
Glass Golem,Стеклянный голем,Артефактное существо — Голем,
Privileged Position,Привилегированное положение,Чары,"#(За {GW} можно заплатить {G} или {W}).#
Остальные перманенты, которые вы контролируете, не могут становиться целью заклинаний или способностей, которые контролирует ваш оппонент."
Nullstone Gargoyle,Изгоняющая горгулья,Артефактное существо — Горгулья,"Полет
Каждый раз, когда разыгрывается первое за ход заклинание не существа, прервите это заклинание."
Pariah's Shield,Щит парии,Артефакт — Снаряжение,"Все повреждения, которые будут нанесены вам, вместо этого наносятся снаряженному существу.
Снарядить {3}"
Watery Grave,Водная могила,Земля — Остров Болото,"#({T}: Добавьте {U} или {B} в запас маны).#
Когда Водная могила вступает в игру, вы можете заплатить 2 пункта жизни. Если вы этого не делаете, Водная могила вступает в игру повернутой."
Crystal Seer,Кристальный провидец,Существо — Ведалкен Чародей,"Когда Кристальный провидец вступает в игру, посмотрите четыре верхних карты вашей библиотеки и положите их обратно в произвольном порядке.
{4}{U}: Верните Кристального провидца в руку владельца."
Omnibian,Омнибия,Существо — Лягушка,{T}: До конца хода целевое существо становится Лягушкой 3/3.
Loxodon Hierarch,Локсодонский иерарх,Существо — Слон Священник,"Когда Локсодонский иерарх вступает в игру, вы получаете 4 пункта жизни.
{G}{W}, Принесите Локсодонского иерарха в жертву: Регенерируйте всех существ, которых вы контролируете."
To Arms!,К оружию!,Мгновенное заклинание,"Разверните все существа, которых вы контролируете.
Возьмите карту."
Perilous Forays,Гибельная вылазка,Чары,"{1}, Принесите в жертву существо: Найдите в своей библиотеке карту базовой земли и введите ее в игру повернутой. Затем перетасуйте библиотеку."
Sadistic Augermage,Садистский сверломаг,Существо — Человек Чародей,"Когда Садистский сверломаг попадает на кладбище из игры, каждый игрок кладет карту из своей руки в свою библиотеку сверху."
Sisters of Stone Death,Сестры каменной смерти,Легендарное существо — Горгона,"{G}: Целевое существо в этот ход блокирует Сестер каменной смерти, если может.
{B}{G}: Выведите из игры  целевое существо, блокирующее или блокируемое Сестрами каменной смерти.
{2}{B}: Введите в игру карту существа, выведенного из игры Сестрами каменной смерти (теперь вы контролируете это существо)."
Woodwraith Corrupter,Древесный разрушающий призрак,Существо — Элементаль Ужас,"{1}{B}{G}, {T}: Целевой Лес становится черным и зеленым существом Элементаль Ужас 4/4. При этом он остается землей."
Spawnbroker,Торговец живностью,Существо — Человек Чародей,"Когда Торговец живностью вступает в игру, вы можете отдать контроль над существом, которое вы контролируете, оппоненту и взамен получить контроль над существом, которое контролирует ваш оппонент, если его сила не превышает силу вашего существа."
Blazing Archon,Блистающий архон,Существо — Архон,"Полет
Существа не могут на вас нападать."
Halcyon Glaze,Ледяной зимородок,Чары,"Каждый раз, когда вы разыгрываете заклинание существа, Ледяной зимородок до конца хода становится летающим существом Иллюзия 4/4. При этом он остается чарами."
Dark Confidant,Темный наперсник,Существо — Человек Чародей,"В начале вашего этапа поддержки покажите верхнюю карту своей библиотеки и поместите ее в свою руку. Вы теряете число пунктов жизни, равное общей мановой стоимости этой карты."
Eye of the Storm,Глаз бури,Чары,"Каждый раз, когда игрок разыгрывает карту мгновенного заклинания или волшебства, выведите ее из игры. Затем этот игрок копирует каждую карту мгновенного заклинания или волшебства, выведенного из игры Глазом бури. Каждую такую копию игрок может разыгрывать без уплаты стоимости маны."
"Sunhome, Fortress of the Legion","Дом Солнца, крепость Легиона",Земля,"{T}: Добавьте {1} в запас маны.
{2}{R}{W}, {T}: Целевое существо получает двойной удар до конца хода."
Goblin Spelunkers,Гоблин-скалолаз(1),Существо — Гоблин Воин,Знание гор
Copy Enchantment,Копия чар,Чары,"Как только Копия чар вступает в игру, вы можете выбрать чары в игре. При этом Копия чар вступит в игру как копия этих чар."
Evil Eye of Urborg,Злой Глаз Урборга,Существо — Глаз,"Существа без типа Глаз под вашим контролем не могут атаковать.
Когда Злой Глаз Урборга блокируется существом, уничтожьте это существо."
Strands of Undeath,Сплетения нежити,Чары — Аура,"Зачаровать существо
Когда Сплетения нежити вступают в игру, целевой игрок сбрасывает две карты.
{B}: Регенерируйте зачарованное существо."
Clinging Darkness,Звенящая тьма,Чары — Аура,"Зачаровать существо
Зачарованное существо получает -4/-1."
Shadow of Doubt,Тень сомнения,Мгновенное заклинание,"#(За {UB} можно заплатить {U} или {B}).#
В этот ход игроки не могут искать карты в библиотеке.
Возьмите карту."
Seismic Spike,Сейсмическое острие,Волшебство,Уничтожьте целевую землю. Добавьте {R}{R} в запас маны.
Grozoth,Грозот,Существо — Левиафан,"Защитник #(Это существо не может нападать).#
Когда Грозот вступает в игру, вы можете найти в своей библиотеке любое количество карт с общей мановой стоимостью 9, показать их и положить в свою руку. Если вы это делаете, перетасуйте свою библиотеку.
{4}: Грозот теряет способность Защитник до конца хода.
Трансмутация {1}{U}{U}"
Elves of Deep Shadow,Эльфы Глубокой Тени,Существо — Эльф Друид,{T}: Добавьте {B} в запас маны. Эльфы Глубокой Тени наносят вам 1 повреждение.
Lurking Informant,Притаившийся доносчик,Существо — Человек Бродяга,"#(За {UB} можно заплатить {U} или {B}).#
{2}, {T}: Посмотрите верхнюю карту библиотеки целевого игрока. Вы можете поместить эту карту на кладбище указанного игрока."
